Start,End,Open,High,Low,Close,Volume,Market Cap
2023-02-28,2023-03-01,23495.240319194592,23579.3235,23065.742378747596,23139.076794118864,42623345223.111115,449210196172.2568
2023-03-01,2023-03-02,23126.843108390378,23867.99,23046.377902676533,23659.4001,43583459057.77778,453363447590.9419
2023-03-02,2023-03-03,23638.9824,23739.2218,23234.9795,23465.2689,41566999708.44444,450217267179.297
2023-03-03,2023-03-04,23466.6755,23466.6755,22190.8158,22333.76670186151,49445760675.55556,430799147034.73804
2023-03-04,2023-03-05,22354.893,22397.6782,22188.8327,22339.038009541902,31121925016.529617,429116877657.1486
2023-03-05,2023-03-06,22347.03071758307,22609.386768032557,22265.291001863432,22434.9936,24779491797.333332,430826732751.9381
2023-03-06,2023-03-07,22428.6582,22584.5227,22333.2367,22409.4946,27238556224,430778434349.0107
2023-03-07,2023-03-08,22402.4204,22501.167061553017,21988.522866352214,22195.0144,35188296874.666664,429737363970.32764
2023-03-08,2023-03-09,22197.6588,22277.2811,21660.481200224043,21692.94462722918,47170430250.217545,425862967746.37134
2023-03-09,2023-03-10,21704.00142412547,21802.771420078738,20216.5488,20355.8604,45238575974.5784,413719376410.55304
2023-03-10,2023-03-11,20370.0069,20370.0069,19596.8698,20133.73982352463,71847249598.88503,385553081557.0428
2023-03-11,2023-03-12,20152.934959766506,20633.2632,19806.0233,20494.9368,65553563733.333336,390472436091.41315
2023-03-12,2023-03-13,20452.2228,21952.797807966082,20288.5161,21952.797807966082,44270891662.22222,397881115415.6934
2023-03-13,2023-03-14,21996.35382169965,24342.77464288782,21828.193617223475,24063.5624469319,81743296619.78947,443502290103.11084
2023-03-14,2023-03-15,24110.2102,26263.9676,24013.123024673885,24694.6951,94466753002.3662,478478193602.1087
2023-03-15,2023-03-16,24694.4961,25026.9871,23970.297205326577,24276.665892428617,97610468465.77777,475086379194.3967
2023-03-16,2023-03-17,24286.700218188595,25107.0673,24182.3388,25011.182,92591547937.89548,476135191318.01117
2023-03-17,2023-03-18,24998.6655,27710.0166,24899.2568,27310.1766,84113368149.33333,507748170236.36664
2023-03-18,2023-03-19,27388.766,27635.6631,26820.13701631196,26891.627969119265,87183454008.88889,527950364349.3941
2023-03-19,2023-03-20,26900.870700185806,28330.038133013903,26849.0627,27911.812,59951376540.44444,529721115709.3737
2023-03-20,2023-03-21,27960.5165,28431.5567,27167.994970120253,27688.0737,81159326336,537935367894.1301
2023-03-21,2023-03-22,27723.8116,28399.7677,27344.4061,28119.54921069888,75753121152,539483596256.54565
2023-03-22,2023-03-23,28123.81235395727,28706.6413,26718.214,27273.8081,62381365930.666664,541375093964.32056
2023-03-23,2023-03-24,27261.752808661684,28619.4139,27156.7906,28318.2186,59835056099.55556,536320017584.85895
2023-03-24,2023-03-25,28296.5687,28356.28282089058,27110.4536,27415.93409438389,48378495416.888885,540177679625.8728
2023-03-25,2023-03-26,27450.907021672097,27747.3921,27183.6656,27464.6126,42315985685.333336,531265909343.4554
2023-03-26,2023-03-27,27493.601,28139.207976564172,27430.9137,27983.589033995435,27111362645.732315,536640423785.79987
2023-03-27,2023-03-28,27970.498834865924,28016.6155,26698.4797,27157.5701,34642356202.666664,532354929071.1274
2023-03-28,2023-03-29,27131.2072,27446.1624,26676.950298423308,27259.2207,43061233763.55556,522329667012.41864
2023-03-29,2023-03-30,27266.6718,28586.0011,27252.7029,28370.7692,42482154097.77778,542795846137.70844
2023-03-30,2023-03-31,28348.5437,29156.3807,27774.748,28031.595199453346,46258179086.22222,548528340131.34265
2023-03-31,2023-04-01,28028.484127682656,28614.0378,27663.050387226478,28467.19662927388,45077223850.666664,545063208146.84485
2023-04-01,2023-04-02,28467.8828500776,28789.4078,28305.2465,28464.81401778217,36557108999.111115,549874502571.9329
2023-04-02,2023-04-03,28452.740206963586,28515.9436,27879.0548,28188.1801,26115369180.444443,546545395523.19824
2023-04-03,2023-04-04,28170.7772,28427.7346,27405.981206254983,27761.458669183034,36019258148.57143,540997156325.6436
2023-04-04,2023-04-05,27807.768335500114,28405.3989,27695.2783,28149.6814,41025798293.333336,542770865100.3405
2023-04-05,2023-04-06,28161.7377,28681.0547,27893.4447,28176.3891,36576587882.666664,548141417557.11707
2023-04-06,2023-04-07,28174.1065,28174.1065,27763.8743,28019.7398,35275760576,541545451950.0939
2023-04-07,2023-04-08,28033.8221,28097.962,27814.97206326193,27902.2577,28396556743.11111,540130226454.9157
2023-04-08,2023-04-09,27909.609,28144.546837100093,27859.966,27934.0372,23392038627.555557,541206866592.7908
2023-04-09,2023-04-10,27938.3767,28477.6188,27816.61309234875,28321.8616,22993951733.296165,541632589980.021
2023-04-10,2023-04-11,28323.772173177105,29733.0392,28201.6388,29609.8284,32725716693.333332,553008557610.5387
2023-04-11,2023-04-12,29661.4333,30442.474234506873,29594.4637,30230.0732,52751133603.55556,582020706637.1337
2023-04-12,2023-04-13,30203.7818,30430.8475,29765.2501,29877.417735909105,44412758279.111115,580001388589.2622
2023-04-13,2023-04-14,29883.2295,30503.8516,29859.8417,30359.5812,42898213070.22222,584313346519.8577
2023-04-14,2023-04-15,30380.7126,30955.8686,30031.6626,30478.2924,48071259453.547035,591561626361.8901
2023-04-15,2023-04-16,30467.8083,30516.7957,30248.082814802172,30297.83114427585,36823809590.20235,587525703000.7887
2023-04-16,2023-04-17,30295.10992655213,30527.17137271927,30168.225140668015,30304.87458079287,23471438594.093163,586317822144.9077
2023-04-17,2023-04-18,30307.41507053425,30307.818001912765,29300.46928821825,29413.96,34544991065.91484,574596384111.7457
2023-04-18,2023-04-19,29449.25,30433.47,29199.07,30366.57,39843195656.017365,579364546927.2882
2023-04-19,2023-04-20,30380.05,30388.94,28688.75,28804.98,48529605625.78819,572032276461.7986
2023-04-20,2023-04-21,28809.24,29049.45,28045.06,28267.17,53219109539.05556,554542462364.4861
2023-04-21,2023-04-22,28240.35,28350.29,27219.2,27274.5,49218915740.326385,540774861123.6215
2023-04-22,2023-04-23,27262.87,27853.24,27177.26,27820.65,47864133704.02431,530552354252.309
2023-04-23,2023-04-24,27818.83,27818.83,27400.17,27588.57,30210186537.381943,533490579365.2847
2023-04-24,2023-04-25,27589.73,27967.05,27121.8,27529.2,35895796356.704865,531935359800.5243
2023-04-25,2023-04-26,27521.63,28355.86,27228.11,28326.83,39732646597.854164,532747681271.73956
2023-04-26,2023-04-27,28297.81,29965.49,27425.67,28376.59,56297075746.64931,558030383101.3889
2023-04-27,2023-04-28,28415.25,29871.99,28396.49,29467.27,81413627959.41812,564081499107.8119
2023-04-28,2023-04-29,29472.8,29554.57,28950.85,29327.11,53508501339.6875,567680431946.0868
2023-04-29,2023-04-30,29308.51,29425.02,29102.87,29216.77,35569645613.97569,566900082127.0452
2023-04-30,2023-05-01,29230.49,29885.46,29096.96,29310.54,27347809352.96528,567814049973.5834
2023-05-01,2023-05-02,29190.79,29327.75,27688.46,28084.46,42366560273.99653,550315593958.1528
2023-05-02,2023-05-03,28067.12,28816.42,27922.17,28639.58,41539767591.93403,546995125891.73267
2023-05-03,2023-05-04,28669.84,29029.98,28180.2,28998.8,41130373589.54444,551947636833.9926
2023-05-04,2023-05-05,29022.13,29318.82,28699.19,28820.66,47257826842.826385,561000883445.375
2023-05-05,2023-05-06,28852.74,29644.95,28841.55,29529.67,43017299152.03819,566599362804.9548
2023-05-06,2023-05-07,29505.92,29780.05,28448.22,28864.28,40344744907.05556,563616662040.4479
2023-05-07,2023-05-08,28848.17,29083.71,28443.05,28443.05,40216391712.31597,559169784125.9409
2023-05-08,2023-05-09,28417.98,28618.11,27302.45,27692.99,33614293268.85764,540592726872.51733
2023-05-09,2023-05-10,27667.26,27793.76,27376.73,27636.66,34969252717.334496,534423621123.2125
2023-05-10,2023-05-11,27629.96,28286.57,26961.57,27624.54,34700286569.888885,536922863460.42017
2023-05-11,2023-05-12,27598.8,27598.8,26768.01,27002.28,44668385236.15625,528179365770.90625
2023-05-12,2023-05-13,26968.6,27040.19,25954.76,26791.96,43744424343.65625,513065364854.3958
2023-05-13,2023-05-14,26795.03,27001.34,26705.35,26789.06,40647617509.479164,519333627756.2222
2023-05-14,2023-05-15,26785.6,27136.65,26676.47,26906.17,29639040680.711807,520251757413.60767
2023-05-15,2023-05-16,26917.59,27613.4,26754.32,27192.17,37348844276.96491,529319393415.1123
2023-05-16,2023-05-17,27158.66,27289.16,26891.41,27025.77,40497901164.24306,524366679460.9618
2023-05-17,2023-05-18,27033.81,27454.75,26595.46,27402.68,37629253644.85069,523260054098.4618
2023-05-18,2023-05-19,27402.25,27453.44,26486.01,26837.94,41573965977.420135,526110267532.9132
2023-05-19,2023-05-20,26821.27,27075.81,26697.43,26866.88,41793335947.111115,520525326129.1111
2023-05-20,2023-05-21,26887.36,27140.86,26830.22,27110.53,30302265352.19097,521718469628.5625
2023-05-21,2023-05-22,27102.42,27243.28,26692.48,26751.47,27719241989.024307,522698670214.5868
2023-05-22,2023-05-23,26747.74,27037.83,26550.6,26851.39,34482945419.5625,519486648517.65625
2023-05-23,2023-05-24,26849.25,27428.93,26818.07,27222.75,40046492709.697914,527654806665.4618
2023-05-24,2023-05-25,27222.41,27222.41,26114.01,26336.63,40737436097.3125,515778147295.2882
2023-05-25,2023-05-26,26327.73,26545.21,25963.53,26474.02,44567095438.12982,509747248577.87366
2023-05-26,2023-05-27,26473.75,26906.52,26346.46,26703.21,38658379622.986015,515026078009.4336
2023-05-27,2023-05-28,26708.84,26856.33,26625.75,26850.79,33362464053.913193,517941877652.0035
2023-05-28,2023-05-29,26854.22,28152.5,26789.26,28100.31,31845491760.85764,529379895050.01044
2023-05-29,2023-05-30,28064.96,28414.86,27552.62,27742.37,44846635563.829865,540158837375.50696
2023-05-30,2023-05-31,27736.42,28029.57,27606.93,27682.8,41474538361.701385,538558937672.88196
2023-05-31,2023-06-01,27695.26,27801.93,26887.81,27225.77,43491511607.763885,527400576073.5833
2023-06-01,2023-06-02,27210.4,27318.18,26675.26,26806.98,42554800303.56944,521523344211.10767
2023-06-02,2023-06-03,26803.74,27282.22,26613.13,27232.85,35087665767.583336,524611917971.9097
2023-06-03,2023-06-04,27242.63,27312.03,26953.53,27060.8,25349430520.07986,526283389099.2257
2023-06-04,2023-06-05,27069.26,27384.43,26978.5,27104.41,20025947766.25,526692179664.4375
2023-06-05,2023-06-06,27118.77,27123.39,25447.67,25730.52,32867575805.413193,512776880755.32294
2023-06-06,2023-06-07,25719.14,27278.06,25438.67,27200.04,65312954000.076385,506196579497.5486
2023-06-07,2023-06-08,27228.42,27316.85,26141.01,26359.59,53761231440.18403,517443923703.30206
2023-06-08,2023-06-09,26339.39,26762.75,26235.14,26493.46,38032640682.02431,513279976731.42706
2023-06-09,2023-06-10,26498.65,26766.28,26325.91,26489.46,28810046995.993057,514321122382.375
2023-06-10,2023-06-11,26477.83,26500.5,25491.91,25842.84,35817729266.89547,500979517674.5261
2023-06-11,2023-06-12,25841.23,26147.84,25676.59,25920.86,33005050373.75347,501130360397.70483
2023-06-12,2023-06-13,25925.52,26081.61,25662.95,25887.59,30185723237.09375,501835679491.8542
2023-06-13,2023-06-14,25905.22,26300.08,25760.04,25910.03,33776625527.25347,504195980266.32983
2023-06-14,2023-06-15,25937.62,26046.27,24878.78,25119.91,41541284759.71875,500964238263.8889
2023-06-15,2023-06-16,25129.87,25709.31,24876.67,25585.43,54687742282.46528,487487715623.4375
2023-06-16,2023-06-17,25577.08,26446.78,25346.71,26342.59,46740197622.607635,500194067544.6875
2023-06-17,2023-06-18,26323.02,26761.39,26195.36,26520.01,48909874801.03125,513792984872.29517
2023-06-18,2023-06-19,26516.99,26650.68,26339.43,26339.43,44235157758.614586,514476561479.98956
2023-06-19,2023-06-20,26341.31,26968.04,26327.58,26781.82,50484604860.829865,514394026109.64233
2023-06-20,2023-06-21,26842.25,28371.02,26669.03,28371.02,57466425343.5625,527833461097.6597
2023-06-21,2023-06-22,28300.69,30658.07,28260.92,30059.71,73009173801.90277,568630366016.2534
2023-06-22,2023-06-23,29993.95,30474.35,29672.52,29903.56,68752955862.89236,584251464014.3611
2023-06-23,2023-06-24,29887.61,31392.97,29853.89,30605.59,59627137330.020836,588824363402.6771
2023-06-24,2023-06-25,30681.32,30787,30313.99,30540.55,62026836506.96181,594264295560.3334
2023-06-25,2023-06-26,30527.39,31039.74,30311.24,30457.7,63108148385.736115,594243523906.1007
2023-06-26,2023-06-27,30462.68,30637.24,30010.62,30273.8,50540549431.420135,587700179912.507
2023-06-27,2023-06-28,30265.01,30967.27,30238.02,30709.78,55136086604.77431,592493194819.1423
2023-06-28,2023-06-29,30692.45,30692.45,29992.58,30084.01,53570321008.22222,588082306247.5
2023-06-29,2023-06-30,30077.44,30774.94,30077.44,30459.1,50980130909.53819,590214626897.993
2023-06-30,2023-07-01,30445.96,31207.96,29868.71,30492.03,62614310900.99653,593544082087.1841
2023-07-01,2023-07-02,30473.99,30633.95,30337.18,30589.05,60787752400.333336,592434356996.757
2023-07-02,2023-07-03,30591.71,30763.31,30263.48,30623.76,40401576623.85069,592961262496.0278
2023-07-03,2023-07-04,30616.98,31332.23,30581.51,31154.04,48678782073.22222,598522185540.6909
2023-07-04,2023-07-05,31148.88,31319.97,30679.97,30771.96,47297252077.90625,601651569201.1945
2023-07-05,2023-07-06,30781.87,30871.37,30223.32,30502.92,40591508671.729164,594090266062.2153
2023-07-06,2023-07-07,30506.77,31383.97,29949.46,29970.05,51010320012,592491209173.757
2023-07-07,2023-07-08,29904.52,30410.86,29826.18,30320.04,56105326561.62847,586171500250.7048
2023-07-08,2023-07-09,30339.11,30372.48,30056.53,30269.02,37162038664.05556,586871557104.1771
2023-07-09,2023-07-10,30284.66,30388.05,30085.13,30164.49,30981638245.96528,587722263361.632
2023-07-10,2023-07-11,30160.66,30974.05,30017.17,30398.1,37039586820.607635,587811665589.7986
2023-07-11,2023-07-12,30411.58,30744.04,30367.87,30621.56,55082664538.736115,592578723939.2673
2023-07-12,2023-07-13,30623.87,30854.05,30246.39,30383.85,49193798707.982635,594063600634.0382
2023-07-13,2023-07-14,30382.03,31706.1,30266.65,31446.3,55140363178.25694,596630194125.0625
2023-07-14,2023-07-15,31449.98,31524.82,29921.99,30305.65,70743478140.05556,602507765700.4479
2023-07-15,2023-07-16,30312.04,30367.38,30256.05,30275.68,56398543696.145836,588792035601.9166
2023-07-16,2023-07-17,30284.33,30428.06,30119.99,30221.07,36815642791.170135,588443827219.6666
2023-07-17,2023-07-18,30231.96,30326.33,29688.98,30158.01,41603914425.364586,586192002159.5972
2023-07-18,2023-07-19,30137.98,30222.53,29690.01,29845.47,52366327829.58681,581710935371.7084
2023-07-19,2023-07-20,29859.98,30186.26,29824.37,29932.56,49127238220.729164,582424967836.8507
2023-07-20,2023-07-21,29912.65,30402.45,29666.01,29796.85,47908295010.87153,582846387482.0382
2023-07-21,2023-07-22,29800.04,30033.23,29739.3,29907.92,47562439772.25347,580220370567.9166
2023-07-22,2023-07-23,29928.99,29983.83,29666.39,29747.98,38410865688.97222,580692469493.2084
2023-07-23,2023-07-24,29789.01,30293.98,29747.48,30060.75,36606729312.604164,581912771928.3646
2023-07-24,2023-07-25,30083.78,30087.98,28945.6,29186.08,46518560674.520836,571991945821.743
2023-07-25,2023-07-26,29176.47,29330.03,29053.27,29242.03,46108542236.486115,567064826055.9375
2023-07-26,2023-07-27,29228.92,29661.48,29131.02,29349.52,36684978218.6875,569058754420.125
2023-07-27,2023-07-28,29351.94,29555.75,29100.73,29209.65,40359155098.19097,570512842026.2222
2023-07-28,2023-07-29,29223.13,29510.07,29126.05,29318.62,40630461680.25,568810710723.0278
2023-07-29,2023-07-30,29314.14,29397.16,29264.46,29356.22,33505804261.510418,569973319773.7257
2023-07-30,2023-07-31,29352.92,29442.05,29105.61,29273.9,26527782640.37153,569680592070.2361
2023-07-31,2023-08-01,29281.11,29496.64,29134.91,29225.93,34473874341.54035,570306936541.3965
2023-08-01,2023-08-02,29232.21,29629.24,28778.21,29629.24,41476655137.65972,564261661935.7709
2023-08-02,2023-08-03,29728.91,29989.7,29011.99,29151.7,57813137209.885414,572528715893.8993
2023-08-03,2023-08-04,29186.62,29398.24,29016.2,29198.33,49303661951.760414,567619681978.7986
2023-08-04,2023-08-05,29193.68,29309.66,28926.04,29113.38,43120949289.0625,567136034604.257
2023-08-05,2023-08-06,29113.96,29142.06,28987.39,29074.55,37921384456.9338,565045600022.7283
2023-08-06,2023-08-07,29072.16,29199.94,28980.12,29086.65,38729991966.55903,565218775537.4375
2023-08-07,2023-08-08,29036.98,29276.77,28781.8,29206.01,39697415731.34028,565607029590.3438
2023-08-08,2023-08-09,29211.19,30127.05,29128.81,29766.72,46336322796.31944,572856290820.8091
2023-08-09,2023-08-10,29770.45,30071.63,29414.98,29596.9,47813268906.892365,577780307177.7778
2023-08-10,2023-08-11,29582.01,29709.96,29379.58,29455.74,42722831077.6875,573876771112.1389
2023-08-11,2023-08-12,29460.02,29542.01,29291.04,29426.01,35066540604.267365,571915698208.5729
2023-08-12,2023-08-13,29426.01,29475.29,29353.95,29430.07,30446735213.65278,572021738495.0972
2023-08-13,2023-08-14,29430.21,29466.51,29281.72,29285.11,30174102462.54514,571529989273.7673
2023-08-14,2023-08-15,29303.8,29686.03,29162.07,29430.95,38887388743.09722,571833187775.1354
2023-08-15,2023-08-16,29430.92,29454.28,29121.17,29200.8,43364283059.197914,570578134007.6284
2023-08-16,2023-08-17,29199.99,29257.43,28736.49,28736.49,39579849070.829865,566341141564.4584
2023-08-17,2023-08-18,28730.48,28768.44,25458.37,26610.04,48279108356.56944,548383686140.4722
2023-08-18,2023-08-19,26633.29,26784.23,25721.53,26058.26,70305042457.37848,511539286686.32983
2023-08-19,2023-08-20,26046.94,26253.26,25814.25,26090.63,47720925652.829865,506054025632.44794
2023-08-20,2023-08-21,26099.96,26267.33,26002.03,26180,36245031610.361115,508436480907.13196
2023-08-21,2023-08-22,26190.02,26201.86,25879.48,26123.45,38975374893.64931,507355969948.566
2023-08-22,2023-08-23,26126.91,26134.05,25593.79,26048.09,42756138356.145836,505723067759.43054
2023-08-23,2023-08-24,26054.99,26778.01,25805.06,26417.4,49275817829.87153,509420434966.2917
2023-08-24,2023-08-25,26436.94,26556.64,25964.98,26141.53,48815596296.267365,511715496826.73956
2023-08-25,2023-08-26,26180.06,26237.92,25833.57,26058.22,34117409477.104168,507043726577.316
2023-08-26,2023-08-27,26060.01,26097.73,26000.22,26021.02,28243499438.61111,506836660617.73956
2023-08-27,2023-08-28,26017.38,26170.03,25977.71,26088.38,21529918739.31597,507375403098.1285
2023-08-28,2023-08-29,26101.82,26184.91,25898.04,26127.89,27605641627.40972,506732283967.0382
2023-08-29,2023-08-30,26109.62,28005.42,25923.02,27718.23,40345124416.267365,519784161083.69794
2023-08-30,2023-08-31,27717.79,27740.45,27084.15,27316.23,51363304984.5,532441419168.9097
2023-08-31,2023-09-01,27300,27442.53,25827.45,25936.45,37305394162.03472,523082089827.26733
2023-09-01,2023-09-02,25939.29,26131.86,25400.9,25816.57,44378083351.49653,504328420364.8958
2023-09-02,2023-09-03,25807.03,25945.99,25760.02,25856.93,35653785452.951385,502904177190.1875
2023-09-03,2023-09-04,25869.49,26057.27,25830.07,25980.6,24866987152.24653,504671563347.34375
2023-09-04,2023-09-05,25971.21,26051.36,25677.71,25824.15,25975859563.71528,504439876869.38544
2023-09-05,2023-09-06,25826.01,25839.59,25573.33,25788.7,30714818703.131943,501315384711.0278
2023-09-06,2023-09-07,25787.14,25902.13,25491.64,25771.63,30959639752.48611,501124791110.65625
2023-09-07,2023-09-08,25763.81,26404.77,25623.99,26200.96,32365378916.37153,503240784747.36456
2023-09-08,2023-09-09,26250.82,26382.02,25725.47,25910.51,33843759090.17014,506945110609.4722
2023-09-09,2023-09-10,25910.5,25913.72,25817.18,25893.13,24554544142.305557,504028139318.9583
2023-09-10,2023-09-11,25901.56,25972.62,25664.19,25841.65,21349405286.805557,503000805783.93054
2023-09-11,2023-09-12,25841.6,25892.75,25003.54,25143.63,29801839901.322918,496841869705.6667
2023-09-12,2023-09-13,25163.36,26414.35,25134.82,25854.29,42840517079.958336,504104292061.3993
2023-09-13,2023-09-14,25840.05,26374.39,25798.88,26222.02,37825897072.177086,508279725840.01733
2023-09-14,2023-09-15,26222.03,26730.83,26167.49,26528.22,36186355265.611115,515109962336.3333
2023-09-15,2023-09-16,26519.97,26809.85,26239.05,26627.69,35408599194.729164,516415192023.0417
2023-09-16,2023-09-17,26599.99,26721.89,26463.28,26553.13,27388016401.916668,517530931980.3368
2023-09-17,2023-09-18,26568.29,26610.11,26430.05,26531.4,21150829669.135418,516935994451.2708
2023-09-18,2023-09-19,26527.97,27395.71,26414.75,26738.74,27436417976.254356,523339571933.3693
2023-09-19,2023-09-20,26769.19,27461.08,26676.36,27211.2,35841784789.78125,527080219028.3507
2023-09-20,2023-09-21,27207.59,27345.79,26841.64,27121.84,35651837898.50347,528617797119.5278
2023-09-21,2023-09-22,27124.97,27138.3,26417.87,26556.98,34716136791.041664,521954128128.89233
2023-09-22,2023-09-23,26568.52,26732.63,26497.45,26577.61,32770883855.77778,518699551941.51044
2023-09-23,2023-09-24,26580.1,26632.75,26524.9,26580.66,27485516874.35764,518045955547.94446
2023-09-24,2023-09-25,26575.97,26708.73,26238.82,26254.11,20558845366.819443,517708761935.15625
2023-09-25,2023-09-26,26251.64,26419.98,26029.07,26308.45,29729980167.375,510829342057.5417
